Species2,Family2,Order2,Avibase.ID2,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,common_name,scientific_name_23
Buteo regalis,Accipitridae,Accipitriformes,AVIBASE-BA9191BC,5,2,3,0,4,41.3,23.8,18.3,20.2,81.6,431,179.2,254.5,41.3,240.6,1437.2,Dunning,NA,NO,NA,NA,Grassland,3,3,Carnivore,Vertivore,Generalist,Ferruginous Hawk,Buteo regalis
Buteo ridgwayi,Accipitridae,Accipitriformes,AVIBASE-AE294FD9,4,1,3,0,2,26.5,14.9,9.8,14.2,65.8,222.5,73.9,148.6,33.4,144.2,315,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial,Ridgway's Hawk,Buteo ridgwayi
Buteo rufinus,Accipitridae,Accipitriformes,AVIBASE-CC65921F,4,2,2,0,4,41.6,23.5,14,19.8,86.1,447.5,180.8,266.8,40.5,244.5,1166.2,Dunning,NA,NO,NA,NA,Grassland,3,3,Carnivore,Vertivore,Generalist,Long-legged Buzzard,Buteo rufinus
Buteo rufofuscus,Accipitridae,Accipitriformes,AVIBASE-22031845,5,2,3,0,4,39.8,23.2,13.4,17.9,84.9,413.2,140.6,275.9,33.8,190.4,1530,Dunning,NA,NO,NA,NA,Grassland,3,2,Carnivore,Vertivore,Generalist,Jackal Buzzard,Buteo rufofuscus
Buteo socotraensis,Accipitridae,Accipitriformes,AVIBASE-9081D32C,3,2,1,0,3,37.8,20.8,14.1,18,84,323,115.8,207.2,35.2,176.7,759.1,DataFromSplit,NA,NO,NA,NA,Grassland,3,2,Carnivore,Vertivore,Insessorial,Socotra Buzzard,Buteo socotraensis
Buteo solitarius,Accipitridae,Accipitriformes,AVIBASE-7B3AB998,4,1,2,1,2,31.8,20.4,13.2,15.9,72.7,270.2,92.3,178,34.1,160.5,500.9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial,Hawaiian Hawk,Buteo solitarius
Buteo swainsoni,Accipitridae,Accipitriformes,AVIBASE-DE473F42,6,2,3,1,4,35.3,21,13.6,16.6,60.7,383.7,175.2,201.8,46.6,193.6,946.6,Dunning,NA,NO,NA,NA,Grassland,3,3,Carnivore,Vertivore,Insessorial,Swainson's Hawk,Buteo swainsoni
Buteo trizonatus,Accipitridae,Accipitriformes,AVIBASE-C2AD2E83,4,2,2,0,4,34,18,11.4,15.1,67.6,345.8,131.5,214.2,37.9,184,568,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial,Forest Buzzard,Buteo trizonatus
Buteo ventralis,Accipitridae,Accipitriformes,AVIBASE-40692C15,2,1,1,0,2,37.2,23.2,13,19,76.8,359,118.4,240.6,33,221.5,1190.5,Dunning,NA,NO,NA,NA,Forest,1,2,Carnivore,Vertivore,Insessorial,Rufous-tailed Hawk,Buteo ventralis
Buteogallus aequinoctialis,Accipitridae,Accipitriformes,AVIBASE-478C48D0,4,1,0,3,4,36.1,23.3,11.2,16,73.3,316.2,78.8,237.5,24.9,147.2,657.6,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Aquatic predator,Insessorial,Rufous Crab Hawk,Buteogallus aequinoctialis
Buteogallus anthracinus,Accipitridae,Accipitriformes,AVIBASE-97FDBB06,5,2,3,0,4,39.6,25.1,12.9,17.5,78.6,355.2,106,239.5,30.7,206.2,975.1,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Aquatic predator,Insessorial,Common Black Hawk,Buteogallus anthracinus
Buteogallus coronatus,Accipitridae,Accipitriformes,AVIBASE-ABDAC20A,6,3,1,2,4,60.9,39.9,15.8,29.7,119.4,533,177.5,361.2,33,262.2,2950,Dunning,NA,NO,NA,NA,Shrubland,2,2,Carnivore,Vertivore,Insessorial,Chaco Eagle,Buteogallus coronatus
Buteogallus gundlachii,Accipitridae,Accipitriformes,AVIBASE-048545EA,4,0,3,1,4,39.6,24.4,12.3,17.3,85.2,348.1,112.6,235.6,32.4,190,975.1,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Omnivore,Insessorial,Cuban Black Hawk,Buteogallus gundlachii
Buteogallus lacernulatus,Accipitridae,Accipitriformes,AVIBASE-2EA48BBF,5,0,1,4,4,34.8,21.5,11.7,15.5,77.2,293.8,87,207.2,29.6,157,312,Inferred,NA,YES,Body Mass,Leucopternis melanops,Forest,1,1,Carnivore,Vertivore,Insessorial,White-necked Hawk,Buteogallus lacernulatus
Buteogallus meridionalis,Accipitridae,Accipitriformes,AVIBASE-BAA762A5,8,1,2,5,4,36,24.2,11.6,18.1,93.4,416.4,130.9,287.4,31.1,217.4,808,Dunning,NA,NO,NA,NA,Grassland,3,1,Carnivore,Vertivore,Insessorial,Savanna Hawk,Buteogallus meridionalis
Buteogallus schistaceus,Accipitridae,Accipitriformes,AVIBASE-B2A7EC84,5,0,1,4,4,35.5,22.6,12.6,18.1,75.7,272,70,204.5,25.5,173.2,1000,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial,Slate-colored Hawk,Buteogallus schistaceus
Buteogallus solitarius,Accipitridae,Accipitriformes,AVIBASE-5C9AF2BE,6,0,2,4,4,58.6,36.8,18.7,28,120.4,526.2,150.6,370.9,28.9,245.3,3000,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial,Solitary Eagle,Buteogallus solitarius
Buteogallus urubitinga,Accipitridae,Accipitriformes,AVIBASE-EE908632,9,3,5,1,6,46,29.2,14.6,21.9,118.4,399.7,87.3,309.4,22,255.6,1152.9,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Vertivore,Insessorial,Great Black Hawk,Buteogallus urubitinga
Chelictinia riocourii,Accipitridae,Accipitriformes,AVIBASE-22832FF4,5,2,3,0,4,17.7,11.6,8.6,9.1,28.2,240.2,136.2,108.5,55.7,192,110,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Aerial,Scissor-tailed Kite,Chelictinia riocourii
Chondrohierax uncinatus,Accipitridae,Accipitriformes,AVIBASE-9AD67123,8,4,3,1,5,36.5,27.6,12.3,18.7,32.3,280.1,60.4,216.9,21.8,196,286.1,Dunning,NA,NO,NA,NA,Forest,2,2,Carnivore,Invertivore,Insessorial,Hook-billed Kite,Chondrohierax uncinatus
Circaetus beaudouini,Accipitridae,Accipitriformes,AVIBASE-F4E78AFA,5,4,1,0,4,45.6,33.5,15.1,22.7,79.3,501.8,216.8,280.5,43.5,259.6,1500,Inferred,NA,YES,Body Mass,Circaetus pectoralis,Woodland,2,1,Carnivore,Vertivore,Insessorial,Beaudouin's Snake-Eagle,Circaetus beaudouini
Circaetus cinerascens,Accipitridae,Accipitriformes,AVIBASE-4327F813,4,2,2,0,4,42.2,29,13.5,21.7,68.1,379.5,115.2,264.2,30.4,220.5,1126,Updated_literature,BoW,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial,Western Banded Snake-Eagle,Circaetus cinerascens
Circaetus cinereus,Accipitridae,Accipitriformes,AVIBASE-6904D83F,5,2,3,0,4,54.7,40.6,15.8,28.6,94.3,517.8,222,295.2,42.9,254,2048,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Vertivore,Insessorial,Brown Snake-Eagle,Circaetus cinereus
Circaetus fasciolatus,Accipitridae,Accipitriformes,AVIBASE-9F2839A9,4,0,1,3,4,39.8,27.7,13.9,23,71.7,362.2,101.5,260.8,28,227,1013.6,Dunning,NA,NO,NA,NA,Woodland,3,1,Carnivore,Vertivore,Insessorial,Southern Banded Snake-Eagle,Circaetus fasciolatus
Circaetus gallicus,Accipitridae,Accipitriformes,AVIBASE-8372FFBA,5,2,3,0,4,47,35,15.5,24.6,90.9,537,216.8,320.2,40.5,280.4,1699.1,Dunning,NA,NO,NA,NA,Woodland,3,3,Carnivore,Vertivore,Aerial,Short-toed Snake-Eagle,Circaetus gallicus
Circaetus pectoralis,Accipitridae,Accipitriformes,AVIBASE-BF553D32,5,2,3,0,4,46.7,33.8,14.6,23.1,83.8,527.8,229,303.5,43,259.4,1500,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Vertivore,Generalist,Black-chested Snake-Eagle,Circaetus pectoralis
Circus aeruginosus,Accipitridae,Accipitriformes,AVIBASE-E2A19474,13,6,7,0,4,37.3,20.2,11.9,16.2,79.3,405.7,185.3,221.2,45.6,233.9,704.1,Dunning,NA,NO,NA,NA,Wetland,3,2,Carnivore,Vertivore,Aerial,Western Marsh Harrier,Circus aeruginosus
Circus approximans,Accipitridae,Accipitriformes,AVIBASE-1ACF5A6E,8,6,2,0,8,39.5,21.9,11.9,16.4,89.3,406.9,181.9,225,44.7,233.2,746.2,Dunning,NA,NO,NA,NA,Wetland,3,2,Carnivore,Vertivore,Aerial,Swamp Harrier,Circus approximans
Circus assimilis,Accipitridae,Accipitriformes,AVIBASE-811762D2,9,6,3,0,8,36.1,20.2,11.2,16.2,95.2,421.6,191.6,234,45,271.1,558.6,Dunning,NA,NO,NA,NA,Grassland,3,2,Carnivore,Vertivore,Aerial,Spotted Harrier,Circus assimilis
Circus buffoni,Accipitridae,Accipitriformes,AVIBASE-07E22FE2,4,2,2,0,4,41.4,20.9,12.7,16.6,85.3,436,210,226,48.2,265,507.4,Dunning,NA,NO,NA,NA,Grassland,3,2,Carnivore,Vertivore,Aerial,Long-winged Harrier,Circus buffoni
Circus cinereus,Accipitridae,Accipitriformes,AVIBASE-83DC8765,9,3,5,1,4,29.8,15.7,9.3,12.9,67.5,344.5,154.5,194.7,44.3,240.4,399.7,Dunning,NA,NO,NA,NA,Grassland,3,2,Carnivore,Vertivore,Aerial,Cinereous Harrier,Circus cinereus
Circus cyaneus,Accipitridae,Accipitriformes,AVIBASE-F558C7F9,9,4,4,1,3,30.1,16,9.7,13,72.1,352.4,158.9,197.1,44.7,131.7,393,Dunning,NA,NO,NA,NA,Grassland,3,3,Carnivore,Vertivore,Aerial,Hen Harrier,Circus cyaneus
Circus hudsonius,Accipitridae,Accipitriformes,AVIBASE-A091D50A,4,2,2,0,4,31.1,17.2,10.1,13.2,82,360.9,161.1,199.8,44.7,212.9,393,DataFromSplit,NA,NO,NA,NA,Grassland,3,3,Carnivore,Vertivore,Aerial,Northern Harrier,Circus hudsonius
Circus macrosceles,Accipitridae,Accipitriformes,AVIBASE-C194112D,8,3,5,0,7,37.4,20.8,11.6,16.1,92.2,420.9,201.7,220.8,47.8,242.7,663.6,Dunning,NA,NO,NA,NA,Grassland,3,1,Carnivore,Vertivore,Aerial,Malagasy Harrier,Circus macrosceles
Circus macrourus,Accipitridae,Accipitriformes,AVIBASE-22647E26,9,4,5,0,4,29.5,15,9.7,12.7,68,351.2,185,168.4,52.4,226.6,384.4,Dunning,NA,NO,NA,NA,Grassland,3,3,Carnivore,Vertivore,Aerial,Pallid Harrier,Circus macrourus
Circus maillardi,Accipitridae,Accipitriformes,AVIBASE-02B81454,5,1,4,0,4,37.4,19.9,11.1,16.6,83.5,353.2,144,214.8,40.2,229,663.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Aerial,Reunion Harrier,Circus maillardi
Circus maurus,Accipitridae,Accipitriformes,AVIBASE-A41CD4E7,5,2,0,3,4,31.7,17,10.6,13.5,71.9,352.4,151.2,203.5,42.6,249.2,509,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Vertivore,Aerial,Black Harrier,Circus maurus
Circus melanoleucos,Accipitridae,Accipitriformes,AVIBASE-1EA96AE1,5,2,3,0,4,29.9,15.5,9.4,13.1,72.5,352.6,179.8,176.5,50.5,214,336.3,Dunning,NA,NO,NA,NA,Grassland,3,3,Carnivore,Vertivore,Aerial,Pied Harrier,Circus melanoleucos
Circus pygargus,Accipitridae,Accipitriformes,AVIBASE-63B6412E,7,3,4,0,4,26.1,13.5,8.6,11.2,62,362.3,188,173.3,52,224.8,310.8,Dunning,NA,NO,NA,NA,Grassland,3,3,Carnivore,Vertivore,Aerial,Montagu's Harrier,Circus pygargus
Circus ranivorus,Accipitridae,Accipitriformes,AVIBASE-2A2C169B,5,2,3,0,4,35.4,18.9,11.1,14.1,84.5,363.2,163.2,207.5,44,226.8,507,Dunning,NA,NO,NA,NA,Wetland,3,1,Carnivore,Vertivore,Aerial,African Marsh Harrier,Circus ranivorus
Circus spilonotus,Accipitridae,Accipitriformes,AVIBASE-A2F048C0,4,2,2,0,4,38.3,20,12.1,15.9,86.3,407.2,194.2,213,47.7,241.2,558.8,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Vertivore,Aerial,Eastern Marsh Harrier,Circus spilonotus
Circus spilothorax,Accipitridae,Accipitriformes,AVIBASE-9D4669E5,5,1,3,1,5,35.3,20.9,11.9,14.4,89.1,377.4,133,244.4,35.4,215.6,558.8,DataFromSplit,NA,NO,NA,NA,Wetland,3,3,Carnivore,Vertivore,Aerial,Papuan Harrier,Circus spilothorax
Clanga clanga,Accipitridae,Accipitriformes,AVIBASE-BAC4CA22,5,2,3,0,4,50.2,31.2,15.6,23.2,96.8,510.6,192.2,314.8,37.9,261.4,2154.3,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Vertivore,Generalist,Greater Spotted Eagle,Clanga clanga
Clanga hastata,Accipitridae,Accipitriformes,AVIBASE-3A985C9F,4,2,2,0,4,44.4,26.4,14,18.9,90.2,456.5,191.8,264.8,42,208.5,1359.4,Dunning,NA,NO,NA,NA,Woodland,2,2,Carnivore,Vertivore,Generalist,Indian Spotted Eagle,Clanga hastata
Clanga pomarina,Accipitridae,Accipitriformes,AVIBASE-C2565B65,9,4,5,0,4,47.3,26.9,13.4,19.5,91.6,459.3,184.8,271,40.6,213,1359.4,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Vertivore,Generalist,Lesser Spotted Eagle,Clanga pomarina
Cryptoleucopteryx plumbea,Accipitridae,Accipitriformes,AVIBASE-A6775D0C,5,2,3,0,4,32.1,21,11.2,16.7,58.9,238,74.2,164.8,31,145.4,482,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial,Plumbeous Hawk,Cryptoleucopteryx plumbea
Dryotriorchis spectabilis,Accipitridae,Accipitriformes,AVIBASE-3DA062BF,4,3,1,0,4,36.5,27.6,13,21.3,65.8,290.5,77,213.5,26.5,240.2,697,EltonTraits_Model,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial,Congo Snake-Eagle,Dryotriorchis spectabilis
Elanoides forficatus,Accipitridae,Accipitriformes,AVIBASE-1BAC6645,5,2,3,0,4,29.4,19,10.2,12.3,33.5,412.8,189.1,214.7,46.9,279.2,416.2,Dunning,NA,NO,NA,NA,Forest,2,3,Carnivore,Invertivore,Generalist,Swallow-tailed Kite,Elanoides forficatus
Elanus axillaris,Accipitridae,Accipitriformes,AVIBASE-67E74DD0,5,2,2,1,4,25.3,15.5,9,11.4,38.8,288.4,153,135.2,53.1,136.8,270.1,Dunning,NA,NO,NA,NA,Grassland,3,2,Carnivore,Vertivore,Aerial,Black-shouldered Kite,Elanus axillaris
Elanus caeruleus,Accipitridae,Accipitriformes,AVIBASE-97C47F3E,7,3,4,0,4,30.9,16,9.2,11.3,32.1,286.3,132.1,160.2,45.2,127.7,259.8,Dunning,NA,NO,NA,NA,Grassland,3,2,Carnivore,Vertivore,Aerial,Black-winged Kite,Elanus caeruleus
Elanus leucurus,Accipitridae,Accipitriformes,AVIBASE-CAA5E106,6,0,1,5,4,25.3,15.3,8.8,10.9,31.8,294,120.3,168.4,41.5,170.3,346,Dunning,NA,NO,NA,NA,Human Modified,3,2,Carnivore,Vertivore,Aerial,White-tailed Kite,Elanus leucurus
Elanus scriptus,Accipitridae,Accipitriformes,AVIBASE-468F7841,4,1,1,2,4,26.2,16.2,11.8,12,38.3,302.2,148.8,153.5,49.2,139.8,316,Dunning,NA,NO,NA,NA,Grassland,3,2,Carnivore,Vertivore,Aerial,Letter-winged Kite,Elanus scriptus
Erythrotriorchis buergersi,Accipitridae,Accipitriformes,AVIBASE-0C9E322E,3,1,0,2,2,33.7,20.3,12.8,18.2,75.2,310.7,105.5,205.2,34,238.7,575,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Generalist,Chestnut-shouldered Goshawk,Erythrotriorchis buergersi
Erythrotriorchis radiatus,Accipitridae,Accipitriformes,AVIBASE-235CF06A,4,2,1,1,4,34.8,20.7,11.9,17.4,74.5,387.2,161.8,225.5,41.8,250,887.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Aerial,Red Goshawk,Erythrotriorchis radiatus
Eutriorchis astur,Accipitridae,Accipitriformes,AVIBASE-D5EF2E20,2,0,1,1,2,40.3,24.8,11.6,19.5,84,318.5,74.2,244.3,23.3,287.5,700,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial,Madagascar Serpent-Eagle,Eutriorchis astur
Gampsonyx swainsonii,Accipitridae,Accipitriformes,AVIBASE-D36BA361,13,3,6,4,4,16.2,10.4,7.1,8.4,26,147.7,55.9,96.8,36.5,97.9,92.9,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Vertivore,Insessorial,Pearl Kite,Gampsonyx swainsonii
Geranoaetus albicaudatus,Accipitridae,Accipitriformes,AVIBASE-72A83836,4,1,2,1,4,37.4,22.3,13.8,16.4,87.3,427,148.1,279,34.8,199,885,Dunning,NA,NO,NA,NA,Grassland,3,1,Carnivore,Vertivore,Generalist,White-tailed Hawk,Geranoaetus albicaudatus
Geranoaetus melanoleucus,Accipitridae,Accipitriformes,AVIBASE-51405606,4,2,2,0,4,50.5,31,15.4,23,98.2,496.2,182.8,313.5,36.6,210.5,2378.6,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Vertivore,Aerial,Black-chested Buzzard-Eagle,Geranoaetus melanoleucus
Geranoaetus polyosoma,Accipitridae,Accipitriformes,AVIBASE-2AAA7F76,11,3,4,4,4,36.3,21.1,13,18.3,83.4,402,153.3,249.8,38.1,192.8,782.6,Dunning,NA,NO,NA,NA,Shrubland,2,2,Carnivore,Vertivore,Aerial,Variable Hawk,Geranoaetus polyosoma
Geranospiza caerulescens,Accipitridae,Accipitriformes,AVIBASE-25266E29,9,5,4,0,4,25.9,16.5,9.6,12.9,71.7,269.1,65.1,205.4,24.4,211.4,302.5,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Vertivore,Insessorial,Crane Hawk,Geranospiza caerulescens
Gypaetus barbatus,Accipitridae,Accipitriformes,AVIBASE-81DB7410,5,2,3,0,4,78.2,46.6,20.8,28.1,103.6,760.6,370.2,378,49.5,468,5695,Dunning,NA,NO,NA,NA,Rock,3,2,Scavenger,Scavenger,Terrestrial,Bearded Vulture,Gypaetus barbatus
Gypohierax angolensis,Accipitridae,Accipitriformes,AVIBASE-14885C18,12,5,5,2,6,57.5,41,14.1,23.3,77.3,419,127.3,296.6,30,196.8,1600,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,Palm-nut Vulture,Gypohierax angolensis
Gyps africanus,Accipitridae,Accipitriformes,AVIBASE-0419DDC2,5,2,3,0,4,61.3,44,20.5,30.5,95.7,578.4,225,349.2,39.2,224.6,5433,Dunning,NA,NO,NA,NA,Shrubland,2,1,Scavenger,Scavenger,Terrestrial,White-backed Vulture,Gyps africanus
Gyps bengalensis,Accipitridae,Accipitriformes,AVIBASE-FC2346E6,5,2,3,0,4,64.6,47.4,22.7,32.5,99.1,551.6,214,337.8,38.8,213.8,4385,Dunning,NA,NO,NA,NA,Grassland,3,1,Scavenger,Scavenger,Terrestrial,White-rumped Vulture,Gyps bengalensis
Gyps coprotheres,Accipitridae,Accipitriformes,AVIBASE-F85BEEB4,5,1,0,4,4,81.2,53.6,24.9,36.5,104.2,687.2,252.2,421.2,37.5,269.4,8177,Dunning,NA,NO,NA,NA,Grassland,3,1,Scavenger,Scavenger,Terrestrial,Cape Griffon,Gyps coprotheres
Gyps fulvus,Accipitridae,Accipitriformes,AVIBASE-5D1987CE,5,4,1,0,4,78.8,50.5,23.8,33.8,109.9,687.2,267.5,415.8,39.2,291.2,7436,Dunning,NA,NO,NA,NA,Grassland,3,1,Scavenger,Scavenger,Terrestrial,Eurasian Griffon,Gyps fulvus
Gyps himalayensis,Accipitridae,Accipitriformes,AVIBASE-9BB5551E,4,1,1,2,4,82.5,55.2,23.5,34,115.6,759.8,269.5,490.2,35.5,339,9798,Dunning,NA,NO,NA,NA,Rock,3,1,Scavenger,Scavenger,Terrestrial,Himalayan Griffon,Gyps himalayensis
Gyps indicus,Accipitridae,Accipitriformes,AVIBASE-C255F69A,5,2,3,0,4,71.3,44.6,20.5,29.7,99.7,585.6,223,360,38.3,235.2,5515,Dunning,NA,NO,NA,NA,Grassland,3,1,Scavenger,Scavenger,Terrestrial,Indian Vulture,Gyps indicus
Gyps rueppelli,Accipitridae,Accipitriformes,AVIBASE-76B512B1,4,1,3,0,4,77.9,51.5,23,32.5,105.7,627.8,236,391.8,37.6,235.8,7400,Dunning,NA,NO,NA,NA,Grassland,3,1,Scavenger,Scavenger,Terrestrial,Rüppell's Griffon,Gyps rueppelli
Gyps tenuirostris,Accipitridae,Accipitriformes,AVIBASE-11324DC8,4,1,3,0,4,75.6,49,20,29.1,104.1,592.2,220.5,371.8,37.2,217.2,5515,Dunning,NA,NO,NA,NA,Woodland,3,1,Scavenger,Scavenger,Terrestrial,Slender-billed Vulture,Gyps tenuirostris
Haliaeetus albicilla,Accipitridae,Accipitriformes,AVIBASE-5A3D91D3,5,2,3,0,4,74.1,46.1,22.9,33.9,95,599.5,227.2,370.9,38,294.2,4729.3,Dunning,NA,NO,NA,NA,Rock,3,2,Carnivore,Aquatic predator,Aerial,White-tailed Eagle,Haliaeetus albicilla
Haliaeetus humilis,Accipitridae,Accipitriformes,AVIBASE-B7B03CB8,5,1,4,0,4,49.5,27.1,13.6,18.6,63,353.2,116.3,234.4,33.1,182.8,782,Dunning,NA,NO,NA,NA,Wetland,3,1,Carnivore,Aquatic predator,Insessorial,Lesser Fish-Eagle,Icthyophaga humilis
Haliaeetus ichthyaetus,Accipitridae,Accipitriformes,AVIBASE-4C057390,5,2,2,1,4,66.1,36,16.8,25.7,81.7,471.2,134.6,330.4,29,268.8,1590,Dunning,NA,NO,NA,NA,Woodland,3,1,Carnivore,Aquatic predator,Insessorial,Gray-headed Fish-Eagle,Icthyophaga ichthyaetus
Haliaeetus leucocephalus,Accipitridae,Accipitriformes,AVIBASE-FED3756C,4,2,2,0,4,76,48.2,24,34.1,81.7,601.8,248.8,353,41.4,294,4700.6,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Omnivore,Generalist,Bald Eagle,Haliaeetus leucocephalus
Haliaeetus leucogaster,Accipitridae,Accipitriformes,AVIBASE-94383EEF,7,2,1,4,6,71.3,39.2,18.5,24.9,86,556.7,231.8,330.2,41.3,253.3,2827,Dunning,NA,NO,NA,NA,Coastal,2,1,Carnivore,Aquatic predator,Aerial,White-bellied Sea-Eagle,Icthyophaga leucogaster
Haliaeetus leucoryphus,Accipitridae,Accipitriformes,AVIBASE-F3CCFC18,5,2,3,0,4,63.6,39.1,19.3,28.3,95.3,566.6,241,322.8,42.8,290.3,2885.9,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Aerial,Pallas's Fish-Eagle,Haliaeetus leucoryphus
Haliaeetus pelagicus,Accipitridae,Accipitriformes,AVIBASE-C481FB24,4,1,2,1,4,90.6,60.3,28.9,47,96.3,598.5,186.2,412.2,31.1,333.6,7757,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Aquatic predator,Generalist,Steller's Sea-Eagle,Haliaeetus pelagicus
Haliaeetus sanfordi,Accipitridae,Accipitriformes,AVIBASE-4CD1AF3E,5,3,2,0,5,59.5,38.9,18.6,26.9,83,523.2,186.8,336.4,35.7,265,1980,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Omnivore,Generalist,Sanford's Sea-Eagle,Icthyophaga sanfordi
Haliaeetus vocifer,Accipitridae,Accipitriformes,AVIBASE-A19B0CF4,5,2,3,0,4,58.4,42.2,16.8,25.1,88.2,548.2,184.2,366,33.5,228,3400,Dunning,NA,NO,NA,NA,Wetland,2,1,Carnivore,Aquatic predator,Insessorial,African Fish-Eagle,Icthyophaga vocifer
Haliaeetus vociferoides,Accipitridae,Accipitriformes,AVIBASE-A877BECE,5,1,4,0,4,57,34.4,16.6,25.1,93.3,487.2,156.2,333,31.9,236.8,3000,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Aquatic predator,Insessorial,Madagascar Fish-Eagle,Icthyophaga vociferoides
Haliastur indus,Accipitridae,Accipitriformes,AVIBASE-D89A9DC9,5,2,3,0,4,48.8,24.4,12.9,17,48.2,399.8,147,257.2,36.4,203.8,529,Dunning,NA,NO,NA,NA,Coastal,2,1,Carnivore,Omnivore,Generalist,Brahminy Kite,Haliastur indus
Haliastur sphenurus,Accipitridae,Accipitriformes,AVIBASE-FEDDD1F2,5,2,3,0,4,40,23.1,13.1,18.2,58.8,407.4,186.2,221.5,45.6,264,753,Dunning,NA,NO,NA,NA,Wetland,2,1,Carnivore,Omnivore,Aerial,Whistling Kite,Haliastur sphenurus
Hamirostra melanosternon,Accipitridae,Accipitriformes,AVIBASE-2775A1ED,5,1,3,1,4,40.1,23.8,12.7,16.3,53,472.6,244.5,226,52,233,1196,Dunning,NA,NO,NA,NA,Woodland,2,2,Carnivore,Vertivore,Aerial,Black-breasted Kite,Hamirostra melanosternon
Harpagus bidentatus,Accipitridae,Accipitriformes,AVIBASE-E640A953,11,6,5,0,4,23.7,14.6,11.3,13.5,43.1,210.3,64.6,153.7,29.6,161.1,215.3,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,Double-toothed Kite,Harpagus bidentatus
Harpagus diodon,Accipitridae,Accipitriformes,AVIBASE-CE6511AB,5,0,1,4,4,23.2,13.8,10.7,13.5,34.2,201.4,62.5,140.3,30.8,158.6,200,Dunning,NA,NO,NA,NA,Forest,2,3,Carnivore,Invertivore,Insessorial,Rufous-thighed Kite,Harpagus diodon
Harpia harpyja,Accipitridae,Accipitriformes,AVIBASE-4D324C9C,6,0,0,6,3,70.8,41,17.2,36.4,102.4,569.5,262.7,285.7,47.9,442,4800,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial,Harpy Eagle,Harpia harpyja
Harpyopsis novaeguineae,Accipitridae,Accipitriformes,AVIBASE-1076B5CE,4,0,2,2,4,60,39.8,18.2,33.2,133.8,426.2,72.2,354.1,16.9,377,1959.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial,New Guinea Eagle,Harpyopsis novaeguineae
Helicolestes hamatus,Accipitridae,Accipitriformes,AVIBASE-58078CCA,3,1,2,0,3,34.8,26.1,10.9,11.6,46,290.3,64.5,225.8,22.3,125.5,425.5,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,Slender-billed Kite,Helicolestes hamatus
